key,section,node,order,speaker,translation
07c91bff06f38512,L01 Ryan,Ryan_1_PhoneTutorial,7,Phone,"여보세요, <i>'Drag'n Wash 223호점'...</i> 상호작용하는 방법은 파악하셨습니까?"
3d08b37cdf5c2183,L01 Ryan,Ryan_1_PhoneTutorial,8,Kobold,아니요.
01888febaebd67cd,L01 Ryan,Ryan_1_PhoneTutorial,9,Kobold,알 것 같아요!
085283be600618d2,L01 Ryan,Ryan_1_PhoneTutorial,10,Phone,알겠습니다.
4ad86617a918d8ec,L01 Ryan,Ryan_1_PhoneTutorial,11,Phone,그럼 창구에서 손님과 이야기를 나누십시오.
af789b5c60f24630,L01 Ryan,Ryan_1_PhoneTutorial,12,Phone,"그 후, 손님을 안으로 들여보내시면 됩니다."
bb645759b5bd99d4,L01 Ryan,Ryan_1_PhoneTutorial,13,Phone,훌륭합니다. 그럼 창구에서 손님을 맞이하십시오.
474ab3afa218a5df,L01 Ryan,Ryan_1_PhoneTutorial,14,Kobold,네!
7d869361bdb13d98,L01 Ryan,Ryan_1_PhoneTutorial,15,Phone,생산적인 하루 되십시오.
# --- progress: Ryan_1_required ---
098ac93ca7999f8c,L01 Ryan,Ryan_1_required,1,Ryan,그러니까 넌 공인 드래곤 세신사인 거지?
7b999e621945fe90,L01 Ryan,Ryan_1_required,2,Kobold,네!
1cb7709c2b6cdc0b,L01 Ryan,Ryan_1_required,3,Kobold,시작한 지 몇 주밖에 안 됐어요!
9b9024cada67653e,L01 Ryan,Ryan_1_required,4,Ryan,"오, 멋진데!"
fbd8fe3b49aed7c5,L01 Ryan,Ryan_1_required,5,Ryan,난 보통 집에서 호스로 대충 씻거든...
3f742efbf9edb2ee,L01 Ryan,Ryan_1_required,6,Ryan,그럼 우리 둘 다 처음이네!
e6c276d67e994ed5,L01 Ryan,Ryan_1_required,7,Ryan,"솔직히, 이렇게 좋을 줄 몰랐어."
e99ba1a86146f1aa,L01 Ryan,Ryan_1_required,8,Ryan,모든 근심걱정을 내려놓고 쉴 수 있는 좋은 곳이야.
# --- nag: Ryan_1_nag ---
c2aa03c999eb7731,L01 Ryan,Ryan_1_nag,1,Ryan,"저기, 할 말이 있어!"
5b798fca0ab51d6c,L01 Ryan,Ryan_1_nag,2,Ryan,내쪽으로 와 줄래?
# --- jerkoff: ryan_jerk_off_no ---
2e75bb6a3610c11b,L01 Ryan,ryan_jerk_off_no,1,Ryan,저... '손으로'는 나중에 해 줄 수 있을까?
# --- mount_start: ryan_mount_no ---
91c3bf04fb99ce8b,L01 Ryan,ryan_mount_no,1,Ryan,"음, 지금은 괜찮아."
# --- outro: Ryan_1_Outro ---
0d26aa953ca02c41,L01 Ryan,Ryan_1_Outro,1,Ryan,이제 완전히 깨끗해진 것 같아!
699cdec6a62f5ff3,L01 Ryan,Ryan_1_Outro,2,Ryan,호스로 씻는것보다 훨씬 좋았어.
c3bbf19f280c6dde,L01 Ryan,Ryan_1_Outro,3,Kobold,별말씀을요.
66984a1e53d3e869,L01 Ryan,Ryan_1_Outro,4,Kobold,네! 언제든 또 오세요.
d629b0ed3f97727c,L01 Ryan,Ryan_1_Outro,6,Ryan,여기 얘기 주변에도 꼭 전해줄게.
e12cf68db48908a3,L01 Ryan,Ryan_1_Outro,7,Ryan,여기 꼭 기억해 둘게.
29a9062b9b45c6ef,L01 Ryan,Ryan_1_Outro,8,Ryan,하하. 너도 '삐익'!
0712e97652e51758,L01 Ryan,Ryan_1_Outro,9,Ryan,즐거웠어. 다음에 또 봐!
17f93a33eafe382c,L01 Ryan,Ryan_1_Outro,10,Ryan,나갈 수 있게 문 좀 열어 줄래?
1aa7b1c1d5fb1fd6,L01 Ryan,Ryan_1_Outro,12,Ryan/Conrad/Kobold/Dragon,고마워!

# ===== Level 2: Conrad (Sunny) =====
# --- intro: Conrad_Intro_1 ---
d391aece578e396f,L02 Conrad,Conrad_Intro_1,1,Conrad,"<gradient=""yellow - orange""><size=140%>어이! </gradient><size=100%>여기가 그 세신샵이지, 응?"
e2b71fbe0e3a8220,L02 Conrad,Conrad_Intro_1,2,Conrad,번쩍번쩍하게 해줘. 그게 너가 할 일이니까. <size=70%> 하.
198e07bd20a7e40b,L02 Conrad,Conrad_Intro_1,3,Kobold,"네, 이쪽으로 오세요."
d474060b980dd4bb,L02 Conrad,Conrad_Intro_1,4,Kobold,자리 마련해드릴게요.
6c70580a9b88273d,L02 Conrad,Conrad_Intro_1,5,Conrad,좋아. 근데 문은 열어야지. 콘래드 님 들어가신다!
# --- progress: Conrad_required_1 ---
87e002767e44df8e,L02 Conrad,Conrad_required_1,1,Conrad,뭐<size=90%>냐<size=80%>아<size=70%>아<size=60%>아... <size=100%>궁금한 게 있는데
2d6d31d664759240,L02 Conrad,Conrad_required_1,2,Conrad,"여기 <i>특별 서비스</i>도 해 주지, 응?"
906e9b3e20a54dc2,L02 Conrad,Conrad_required_1,3,Kobold,여기선 모든게 특별해요!
c41cb150dfd261d8,L02 Conrad,Conrad_required_1,4,Kobold,그러니까... 야한 거요?
0c503978e6cd3a78,L02 Conrad,Conrad_required_1,5,Conrad,어... 그게 아니라
c9ce0c4dd28236fa,L02 Conrad,Conrad_required_1,6,Conrad,여기는 <size=60%>나같은 <size=100%>덩치 큰 드래곤을 만족시켜 줄 수 있냐고.
daac14e0bc00f0ad,L02 Conrad,Conrad_required_1,7,Kobold,"어, 음... <size=80%>어어... <size=60%>저희는 그런..."
824dda92c5ffbad9,L02 Conrad,Conrad_required_1,8,Kobold,"아, 아니요."
33cb9fb42cd6a080,L02 Conrad,Conrad_required_1,9,Conrad,뭐!? 말도 안돼! 교미대도 없단 말이야...?
96b0e7561e23fcbb,L02 Conrad,Conrad_required_1,10,Kobold,어... <size=60%>없는데요?
175ccc13192756d4,L02 Conrad,Conrad_required_1,11,Conrad,그럼 빨리 하나 들여놔야지!
fcc67c51c62fb4e9,L02 Conrad,Conrad_required_1,12,Conrad,그래도 손은 쓸 수 있겠네. 헤.
a29919179016a4e8,L02 Conrad,Conrad_required_1,13,Conrad,그래? 교미대도 안 보이는데.
6ec80eb8deb5afd8,L02 Conrad,Conrad_required_1,14,Kobold,"아... 네, 그건 없어요."
22706d3faee3b165,L02 Conrad,Conrad_required_1,15,Kobold,"아니요, 저희는 그런 건 안 해요."
4a8d1297fbe8f246,L02 Conrad,Conrad_required_1,16,Conrad,거참 아쉽네. 그딴 방침은 바꾸는 게 좋을 거야.
# --- jerkoff: Conrad_1_JerkOff_Start ---
6d4db2b6b39822b2,L02 Conrad,Conrad_1_JerkOff_Start,1,Conrad,"아 씨발, 좋다."
8fc6411ffc04a8f3,L02 Conrad,Conrad_1_JerkOff_Start,2,Conrad,계속해.
# --- cum: Conrad_1_Cum ---
e51f82fb1e4773ad,L02 Conrad,Conrad_1_Cum,1,Conrad,"<size=140%> 아, 싼다!"
6d721d6e2ad2ae1c,L02 Conrad,Conrad_1_Cum,2,Conrad,<size=100%> 존나 끝내줬어!
# --- mount_start: conrad_mount_no ---
b902443f60bdba87,L02 Conrad,conrad_mount_no,1,Conrad,워. 음.
ccdcfc48472b3533,L02 Conrad,conrad_mount_no,2,Conrad,평소라면 교미대는 무조건 콜인데. 지금은 좀 아니야.
# --- outro: Conrad_Outro_1 ---
2edaf16ee5b742a8,L02 Conrad,Conrad_Outro_1,1,Conrad,괜찮네.
882508b81f97e7cf,L02 Conrad,Conrad_Outro_1,2,Conrad,그치만 내가 가 본 다른 세신샵엔 최소한 교미대는 있었다고.
51335374627e92a3,L02 Conrad,Conrad_Outro_1,3,Kobold,죄송해요...
598e348ffe7cc978,L02 Conrad,Conrad_Outro_1,4,Kobold,"꼭 주문할게요, 약속해요!"
3eba607f0573bf98,L02 Conrad,Conrad_Outro_1,5,Conrad,미안해하지 말고! 교미대를 들여놔!
4e52b9a8b0ae1335,L02 Conrad,Conrad_Outro_1,6,Conrad,훌륭한 세신사라면 드래곤 만족시키는 법쯤은 알아야지.
25d0b6008550c533,L02 Conrad,Conrad_Outro_1,7,Kobold,알겠어요. 꼭 주문할게요.
2e92d12d86bf03a5,L02 Conrad,Conrad_Outro_1,8,Conrad,"좋아. 자, 내보내 줘."
426726c5d08284a8,L02 Conrad,Conrad_Outro_1,9,Conrad,"좋아, 꼭 준비해둬. 다음에 왔는데 없으면..."
28c3830dac3b9c5b,L02 Conrad,Conrad_Outro_1,10,Kobold,그거 협박이에요...?
fac432bdcfb4b753,L02 Conrad,Conrad_Outro_1,11,Conrad,"음, 아니, 그냥 무진장 빡칠 거란 얘기지."
ee7433c3dd161b65,L02 Conrad,Conrad_Outro_1,12,Conrad,어쨌든... 내보내 줘.

# ===== Level 3: Alexander (Sunny) =====
# --- intro: Alexander_1_intro ---
dbca31128a900488,L03 Alexander,Alexander_1_intro,1,Alexander,"반가워요. 이곳은 예약 없이도 이용할 수 있다고 들었는데, 맞나요?"
a6208f4370193b60,L03 Alexander,Alexander_1_intro,2,Kobold,맞아요! 그런데 혹시... 대학에서 오셨나요...?
fdf9d60aca05c19e,L03 Alexander,Alexander_1_intro,4,Alexander,그렇습니다. 제 두관을 알아보셨군요! 연금술을 가르치고 있어요.
12456a9c2599222e,L03 Alexander,Alexander_1_intro,5,Alexander,...곧 수업이 있는 과목이기도 하지요.
cccd2e909950ad59,L03 Alexander,Alexander_1_intro,6,Alexander,좋네요.
f5b90500599eaa0a,L03 Alexander,Alexander_1_intro,7,Alexander,빠르게 부탁드려요. 학생들이 서로를 가르치진 않으니까요.
26f8788d21d9fd7d,L03 Alexander,Alexander_1_intro,8,Kobold,드래곤 선생님은 씻겨 본 적이 없는데... 와.
7cc55c8bb6442b93,L03 Alexander,Alexander_1_intro,9,Kobold,"알겠어요, 문 열어 드릴게요!"
c9b9bda16ee1d468,L03 Alexander,Alexander_1_intro,10,Alexander,"교수입니다만... 뭐, 그렇죠. 평소엔 공공 세신장을 잘 이용하지 않기 때문에."
8569efc4ed5a6273,L03 Alexander,Alexander_1_intro,11,Alexander/Ryan,고마워요.
57c2b1f349d8b9e9,L03 Alexander,Alexander_1_intro,12,Alexander,"아, 그리고 이렇게 형편없이 더러운 꼴로 와서 죄송해요."
c44510120d3f5f7e,L03 Alexander,Alexander_1_intro,13,Alexander,참으로 볼썽사나운 꼴이 되어버렸네요...
550840616bc8148d,L03 Alexander,Alexander_1_intro,14,Kobold,그렇게... 지저분 하진 않으신데요.
21e1f6bc71429bdb,L03 Alexander,Alexander_1_intro,15,Kobold,괜찮아요. 금방 문 열어 드릴게요!
14ddfac745bc0ec3,L03 Alexander,Alexander_1_intro,16,Alexander,"아니요, 그렇지 않아요."
65b94d53036df4ac,L03 Alexander,Alexander_1_intro,18,Alexander,문을 열어 주시겠나요?
f602395a77ff68c4,L03 Alexander,Alexander_1_intro,19,Kobold,아. 네. 죄송해요.
# --- progress: Alexander_1_required ---
8bb197f659df9e12,L03 Alexander,Alexander_1_required,1,Alexander,그러고 보니... 이곳 분위기가 꽤 쾌적하군요. 아주... 프롤레타리아적입니다.
c3971608b1a13f1b,L03 Alexander,Alexander_1_required,2,Kobold,프롤레... <i><size=70%>뭐요?
3afdda2c098fc834,L03 Alexander,Alexander_1_required,3,Kobold/Alexander/Ryan,감사해요!
90d6678c9549b1e0,L03 Alexander,Alexander_1_required,4,Alexander,"아, 그러니까... 노동 계급이라고 할까요?"
55c80016618e1bc5,L03 Alexander,Alexander_1_required,5,Alexander,"실례, 이곳의 세척이 마음에 든다는 뜻이었어요."
02fa2a9691178177,L03 Alexander,Alexander_1_required,6,Alexander,별말씀을.
32e117cdd1f56f3f,L03 Alexander,Alexander_1_required,7,Alexander,이런 곳이 누구에게나 열려 있을 줄이야!
# --- jerkoff: alexander_jerk_off_no ---
f33ca08a17779409,L03 Alexander,alexander_jerk_off_no,1,Alexander,<i>이런.</i> 그러기엔 아직 이른 것 같습니다.
# --- mount_start: alexander_mount_no ---
170ebd10775afd58,L03 Alexander,alexander_mount_no,1,Alexander,오늘은... 이것을 사용하고 싶은지 잘 모르겠습니다. 
# --- outro: Alexander_1_Outro ---
d202075090a8960b,L03 Alexander,Alexander_1_Outro,1,Alexander,"한 말씀 드리자면, 전속 세신사 못지않게 훌륭하게 해 주셨어요."
b6069e62e167364f,L03 Alexander,Alexander_1_Outro,3,Kobold,그럼요. 저는 항상 최선을 다해요.
981447d1952fe850,L03 Alexander,Alexander_1_Outro,4,Alexander,"하하, 과연 '삐익'이군요."
5d7279822bcee7dd,L03 Alexander,Alexander_1_Outro,5,Alexander,제 학생들도 당신의 근면함을 본받았으면 좋겠네요!
8117291ab8529b4f,L03 Alexander,Alexander_1_Outro,6,Alexander,"더 이야기 나누고 싶습니다만, 정말이지, 곧 수업이라서요."
dae0c0aa3ae01c37,L03 Alexander,Alexander_1_Outro,7,Alexander,...신세를 졌군요.

# ===== Level 4: Ryan (Sunny) =====
# --- intro: Ryan_2_intro ---
7825d92f67bdcdef,L04 Ryan,Ryan_2_intro,1,Ryan,또 왔어!
cd26586143766826,L04 Ryan,Ryan_2_intro,2,Kobold,"안녕하세요, 라이언!"
6a67a8866ec70c09,L04 Ryan,Ryan_2_intro,4,Ryan,"반가워, 다시 오니까 좋다."
921bd4effdaa2a2f,L04 Ryan,Ryan_2_intro,5,Ryan,하하... 그 소리 진짜 좋아하는구나.
387d0da740d0826e,L04 Ryan,Ryan_2_intro,6,Ryan,또 씻어줬으면 해.
e542b800ecfc350a,L04 Ryan,Ryan_2_intro,7,Ryan,집에서 잠깐 벗어나 있고 싶거든.
78b22bcc76942425,L04 Ryan,Ryan_2_intro,8,Ryan,그래서 친구들이랑 놀러 나갔어.
21abbb56e463a200,L04 Ryan,Ryan_2_intro,9,Ryan,마커로 장난치는 건 재밌었지.
da3405e1151a476e,L04 Ryan,Ryan_2_intro,10,Ryan,하지만 이제 씻을 때가 된 것 같아.
41dc14e2cd744b1b,L04 Ryan,Ryan_2_intro,11,Kobold,물론이죠. 들어오세요.
b231225bfcc08d4c,L04 Ryan,Ryan_2_intro,12,Kobold,무슨 일 있으세요?
056b5511850d7220,L04 Ryan,Ryan_2_intro,13,Ryan,"응, 고마워."
b4e4d893367947a0,L04 Ryan,Ryan_2_intro,14,Ryan,"응, 괜찮아. 미안."
c9cdea9d31e53d5b,L04 Ryan,Ryan_2_intro,15,Ryan,그냥 힘든 하루였어. 이거로 기운좀 내려고!
ab74167fe23c9db5,L04 Ryan,Ryan_2_intro,17,Ryan,"그래서, 어, 문 좀 열어줄래?"
5cbc0ceea57587db,L04 Ryan,Ryan_2_intro,18,Kobold,"아, 네. 지금 열게요."
08411b780900fb59,L04 Ryan,Ryan_2_intro,19,Kobold,물론이죠. 잠시만요!
a386908e3024f35e,L04 Ryan,Ryan_2_intro,20,Ryan,고마워.
# --- progress: Ryan_2_required ---
580684f8909e025d,L04 Ryan,Ryan_2_required,1,Ryan,저기.
b4eff799a0271863,L04 Ryan,Ryan_2_required,2,Kobold,네?
fad448038cd06268,L04 Ryan,Ryan_2_required,3,Kobold,무슨 일이신가요?
a1dd2ff2d1ef6beb,L04 Ryan,Ryan_2_required,4,Ryan,뭐 하나 물어봐도 돼?
2acd4405a7f14ae3,L04 Ryan,Ryan_2_required,5,Kobold,이미 물어보고 계신걸요. 어떤건가요?
c10c037156053bfe,L04 Ryan,Ryan_2_required,6,Kobold,그럼요.
4f6d869aa239596c,L04 Ryan,Ryan_2_required,7,Ryan,"아, 그러네. 미안."
0fa0dff561f86016,L04 Ryan,Ryan_2_required,8,Ryan,그러니까... 연애 말인데.
9a38b89ed035e464,L04 Ryan,Ryan_2_required,9,Ryan,만약 사이가 <i>너무</i> 삐걱거리고 끝날 게 뻔히 보인다면.
9b943020b9ae2658,L04 Ryan,Ryan_2_required,10,Ryan,할 수 있는 것도 전부 다 해 봤다면.
954ba66a076849a5,L04 Ryan,Ryan_2_required,12,Ryan,대체 언제쯤 헤어져야 할까?
f173e528733bb05a,L04 Ryan,Ryan_2_required,13,Kobold,"이런, 라이언..."
7b102f547a549072,L04 Ryan,Ryan_2_required,14,Kobold,그건... 저도 뭐라고 말씀드려야 할지 모르겠어요.
d74bb8fcbf89b62a,L04 Ryan,Ryan_2_required,15,Ryan,알아. 이런 얘기 너한테 쏟아내면 안 되는 거 알아.
64973f6ac9ac08be,L04 Ryan,Ryan_2_required,16,Ryan,"그냥, 너랑 있으면 참 마음이 편해."
93fa9e1a16f34a7d,L04 Ryan,Ryan_2_required,17,Ryan,네 말이 맞아... 네가 답할 수 있는 문제는 아니지.
797653f5e081152e,L04 Ryan,Ryan_2_required,18,Ryan,그래도 여기선 누가 날 재단하지 않는 것 같아서 좋아.
b11d41e01fefb995,L04 Ryan,Ryan_2_required,20,Kobold,고마워요. 저도 라이언이랑 같이 있는 게 좋아요.
c6df1e087ef5d8e4,L04 Ryan,Ryan_2_required,21,Kobold,잘 풀리길 바랄게요.
ebb96171ea7628a0,L04 Ryan,Ryan_2_required,22,Ryan/Kobold/Alexander,다행이에요.
line:286fec49,L04 Ryan,Ryan_2_required,22,Ryan,그리 말해주니 기쁘다.
91c0e3e9014024af,L04 Ryan,Ryan_2_required,23,Ryan,그러면 좋겠다.
# --- outro: Ryan_2_Outro ---
cb57ee6155ed6ca5,L04 Ryan,Ryan_2_Outro,1,Ryan,좋아. 다 깨끗해졌다.
f6d370e531334fab,L04 Ryan,Ryan_2_Outro,2,Ryan,아까 그런 얘기해서 미안해.
a402a75e0522e087,L04 Ryan,Ryan_2_Outro,3,Kobold,괜찮아요!
94e0ea6f97e24a81,L04 Ryan,Ryan_2_Outro,4,Kobold,힘들 때도 있는 거잖아요.
4f66abc45de7ff53,L04 Ryan,Ryan_2_Outro,5,Ryan/Alexander,어쩜 이리 다정한지.
line:15f55959,L04 Ryan,Ryan_2_Outro,5,Ryan,넌 정말 다정한 거 같아.
ee65a6c9748b539c,L04 Ryan,Ryan_2_Outro,6,Ryan,영화처럼 쉽게 해결됐으면 좋을텐데 말야.
0e95dd9dae12e50e,L04 Ryan,Ryan_2_Outro,7,Kobold,"언제든 또 오세요, 라이언."
78c778b6ee0575d9,L04 Ryan,Ryan_2_Outro,8,Kobold,더 얘기하고 싶으시면 얼마든지 들어드릴게요.
f204fcc6b711621e,L04 Ryan,Ryan_2_Outro,9,Ryan,"그럴게, 고마워."
72eaafd8ad3f6b0d,L04 Ryan,Ryan_2_Outro,10,Ryan,정말? 딱히... 재밌는 얘기도 아닌데.
fe454a1e25772898,L04 Ryan,Ryan_2_Outro,11,Kobold,미안해요. 제가 너무 캐물었네요.
513af1a2eeeef9b6,L04 Ryan,Ryan_2_Outro,12,Kobold,"괜찮아요, 털어놓을 상대가 필요하신 것 같아서요."
f3ff11acd1b54309,L04 Ryan,Ryan_2_Outro,13,Ryan,괜찮아. 고마워.
0b61ba409dc46906,L04 Ryan,Ryan_2_Outro,14,Ryan,"응, 그럴지도."
5459b9d74fb7a529,L04 Ryan,Ryan_2_Outro,15,Ryan,그러니까. 여자친구가 나보다 먼저 집에 있었거든. 재택근무하는 드래곤이라.
2cd54468954ee8c7,L04 Ryan,Ryan_2_Outro,16,Ryan,"내가 좀 더러운 채로 집에 왔더니, 소리를 지르더라."
f7e4ec27dd7d6527,L04 Ryan,Ryan_2_Outro,17,Ryan,"좀 씻으러 가라면서, 엄청 기분 나빠하더라고."
2880304176197c02,L04 Ryan,Ryan_2_Outro,18,Ryan,내가 진흙투성이인 게... <i>정말</i> 못마땅했나 봐.
250b97243d1df1f7,L04 Ryan,Ryan_2_Outro,19,Kobold,그래서 처음에 여기 오셨던 거예요?
bc78d04f7d5861dc,L04 Ryan,Ryan_2_Outro,20,Kobold,그건 여자친구분이 좀 과하게 반응한 것 같은데요.
08a70054f59e703a,L04 Ryan,Ryan_2_Outro,21,Ryan,응...
6079131a1c79adef,L04 Ryan,Ryan_2_Outro,22,Ryan,근데 솔직히 네 덕분에 많이 도움됐어.
92536deee525f694,L04 Ryan,Ryan_2_Outro,23,Ryan,생각할 시간을 줬으니까.
c3be2f1d3fa4404d,L04 Ryan,Ryan_2_Outro,25,Ryan,나도 그렇게 생각했어.
9ebcf8a46cc189b7,L04 Ryan,Ryan_2_Outro,26,Ryan,아마 다른 일 때문에 기분이 안 좋았던 것 같은데...
8c3115a4e2a9a664,L04 Ryan,Ryan_2_Outro,27,Ryan,그걸 나한테 푸는 게 싫어.
393d8e5925dc5937,L04 Ryan,Ryan_2_Outro,31,Ryan,아무튼...
7258b4e037805024,L04 Ryan,Ryan_2_Outro,32,Ryan,들어 줘서 고마워.
951382e00968439d,L04 Ryan,Ryan_2_Outro,33,Kobold,"얼마든지요, 라이언."
c41f39341b6c49ef,L04 Ryan,Ryan_2_Outro,34,Kobold,그럼요. 이런 일을 겪고 계셔서 마음이 아프네요.
line:6b245989,L04 Ryan,Ryan_2_Outro,35,Ryan,고마워.
553b3b011e56f6e2,L04 Ryan,Ryan_2_Outro,36,Ryan,괜찮아. 어떻게든 해결해 볼게.
bd7468846a30d095,L04 Ryan,Ryan_2_Outro,37,Kobold,문 열어 드릴게요.
a7f68522a6e41971,L04 Ryan,Ryan_2_Outro,38,Ryan,"그래, 안녕!"

# ===== Level 5: Conrad (Rainy) | sets level_5 | ends MedkitCompleted, level_5_complete =====
# --- intro: Conrad_Intro_2 ---
ed1060b120921b51,L05 Conrad,Conrad_Intro_2,1,Conrad,구급상자 있어?
33b8a4a45ccc09d4,L05 Conrad,Conrad_Intro_2,2,Kobold,무슨 일이에요!?
0a1daca6a7ffe060,L05 Conrad,Conrad_Intro_2,3,Kobold,"이런, 콘래드. 괜찮으세요?"
20e5d8710e635ec0,L05 Conrad,Conrad_Intro_2,4,Conrad,너한테 말할 의무는 없어.
20e7bf03f9acda80,L05 Conrad,Conrad_Intro_2,5,Conrad,"그래서, 구급상자 있어 없어?"
b5df9715ed2e91ed,L05 Conrad,Conrad_Intro_2,6,Conrad,이게 괜찮아 보여?
b91e8be1b03d1b61,L05 Conrad,Conrad_Intro_2,7,Conrad,아니. 안 괜찮아. 구급상자 있어 없어?
f974998c16103aa0,L05 Conrad,Conrad_Intro_2,8,Kobold,하나 있어요.
8ca82a3bb03f138c,L05 Conrad,Conrad_Intro_2,9,Kobold,"있어요. 그치만, 무슨 일이 있던거예요?"
a94b34f629b2029a,L05 Conrad,Conrad_Intro_2,10,Conrad,됐고... 문이나 열어.
# --- progress: Conrad_required_2 ---
4356fa179bb80e09,L05 Conrad,Conrad_required_2,1,Conrad,난 진짜 등신이야.
d886f3d923f9c796,L05 Conrad,Conrad_required_2,2,Conrad,이런 뭣같은 꼴을 피하려고 그렇게 애썼는데!
ea8c1853a7d5966c,L05 Conrad,Conrad_required_2,3,Kobold,무슨 일이 있었는지 말해 주실래요...?
bded00d07cb1e457,L05 Conrad,Conrad_required_2,4,Kobold,너무 아파보여요...
02f000041eb5ab82,L05 Conrad,Conrad_required_2,5,Conrad,씨발 싫어! 쪽팔린단 말이야.
58356b98fdf40dc3,L05 Conrad,Conrad_required_2,7,Conrad,네 동정 따위 필요 없어!
cb7847cb63566364,L05 Conrad,Conrad_required_2,9,Conrad,그러니까 그게...
b48f291ebc6b18fe,L05 Conrad,Conrad_required_2,10,Conrad,맨날 이런 상황에 처하는 내가 싫다고.
519b07c299436f2a,L05 Conrad,Conrad_required_2,11,Conrad,슬슬 <i>내</i> 잘못인 것 같은 생각도 들어.
f5ad489eeba50b01,L05 Conrad,Conrad_required_2,12,Kobold,<i>이건</i> 콘래드 잘못이 아니에요.
6402f4608ceb7bbb,L05 Conrad,Conrad_required_2,13,Kobold,정말 많이 아파 보여요. 누가 이런 거예요?
8e59613d6cd60464,L05 Conrad,Conrad_required_2,14,Conrad,이번엔 진짜 내 탓이야....
7058e362e43623f0,L05 Conrad,Conrad_required_2,15,Conrad,술집에 있던 드레이크 놈이... 내가 멍청했어. 입을 다물었어야 했는데.
ea289ebcdd7e81ef,L05 Conrad,Conrad_required_2,16,Conrad,술집의 어떤 드레이크 놈. 멍청했지... 입을 다물었어야 했는데.
aff317c06781bc70,L05 Conrad,Conrad_required_2,17,Conrad,모르겠어! 왜 난 매번 이딴 식으로 구는 거지?
da5eed4c72eb1073,L05 Conrad,Conrad_required_2,18,Kobold,이딴 식이라뇨?
193bb66a944990a8,L05 Conrad,Conrad_required_2,19,Kobold,전 콘래드가 꽤 멋지다고 생각해요.
c69250ea092a7fcd,L05 Conrad,Conrad_required_2,20,Conrad,그러니까... 개자식처럼? 내가 같이 있기 피곤한 놈인 거 알아.
c2f21da58e28df4f,L05 Conrad,Conrad_required_2,21,Conrad,넌 착하네. 나한텐 과분할 정도로.
9c529e9f79f39a21,L05 Conrad,Conrad_required_2,22,Conrad,난 개자식이야. 나도 알아.
4b7317a793a0f728,L05 Conrad,Conrad_required_2,23,Conrad,아까 쏘아붙여서 미안.
