key,section,node,order,speaker,translation
bb645759b5bd99d4,L01 Ryan,Ryan_1_PhoneTutorial,13,Phone,Doskonale. Proszę więc przywitać klienta przy okienku.
474ab3afa218a5df,L01 Ryan,Ryan_1_PhoneTutorial,14,Kobold,Dobrze!
7d869361bdb13d98,L01 Ryan,Ryan_1_PhoneTutorial,15,Phone,Życzymy produktywnego dnia.
# --- progress: Ryan_1_required ---
098ac93ca7999f8c,L01 Ryan,Ryan_1_required,1,Ryan,"Więc jesteś dyplomowanym myjącym smoki, co?"
7b999e621945fe90,L01 Ryan,Ryan_1_required,2,Kobold,Tak!
1cb7709c2b6cdc0b,L01 Ryan,Ryan_1_required,3,Kobold,Myję dopiero od kilku tygodni!
9b9024cada67653e,L01 Ryan,Ryan_1_required,4,Ryan,"O, fajnie!"
fbd8fe3b49aed7c5,L01 Ryan,Ryan_1_required,5,Ryan,Ja zwykle radzę sobie wężem ogrodowym w domu...
3f742efbf9edb2ee,L01 Ryan,Ryan_1_required,6,Ryan,"O, to dla nas obojga nowość!"
e6c276d67e994ed5,L01 Ryan,Ryan_1_required,7,Ryan,"Szczerze, jestem zaskoczony, jakie to przyjemne."
e99ba1a86146f1aa,L01 Ryan,Ryan_1_required,8,Ryan,Miło oderwać się od tego wszystkiego tam na zewnątrz.
# --- nag: Ryan_1_nag ---
c2aa03c999eb7731,L01 Ryan,Ryan_1_nag,1,Ryan,"Hej, mam coś do powiedzenia!"
5b798fca0ab51d6c,L01 Ryan,Ryan_1_nag,2,Ryan,"Mógłbyś podejść tam, gdzie cię widzę?"
# --- jerkoff: ryan_jerk_off_no ---
2e75bb6a3610c11b,L01 Ryan,ryan_jerk_off_no,1,Ryan,Hej... może „ręcznie” zajmiesz się mną później?
# --- mount_start: ryan_mount_no ---
91c3bf04fb99ce8b,L01 Ryan,ryan_mount_no,1,Ryan,"Hm, chyba podziękuję za kozioł."
# --- outro: Ryan_1_Outro ---
0d26aa953ca02c41,L01 Ryan,Ryan_1_Outro,1,Ryan,"Jestem prawie pewien, że już cały czysty!"
699cdec6a62f5ff3,L01 Ryan,Ryan_1_Outro,2,Ryan,To było o wiele przyjemniejsze niż wąż.
c3bbf19f280c6dde,L01 Ryan,Ryan_1_Outro,3,Kobold,Nie ma za co.
66984a1e53d3e869,L01 Ryan,Ryan_1_Outro,4,Kobold,"Mhm! Wpadaj, kiedy chcesz."
d629b0ed3f97727c,L01 Ryan,Ryan_1_Outro,6,Ryan,Na pewno opowiem innym o tym miejscu.
e12cf68db48908a3,L01 Ryan,Ryan_1_Outro,7,Ryan,Zdecydowanie będę o tym miejscu pamiętał.
29a9062b9b45c6ef,L01 Ryan,Ryan_1_Outro,8,Ryan,Haha. „Yip” i tobie.
0712e97652e51758,L01 Ryan,Ryan_1_Outro,9,Ryan,"No, było fajnie, to do zobaczenia!"
17f93a33eafe382c,L01 Ryan,Ryan_1_Outro,10,Ryan,"Otworzysz mi bramę, żebym mógł wyjść?"
1aa7b1c1d5fb1fd6,L01 Ryan,Ryan_1_Outro,12,Ryan/Conrad/Kobold/Dragon,Dzięki!

# ===== Level 2: Conrad (Sunny) =====
# --- intro: Conrad_Intro_1 ---
d391aece578e396f,L02 Conrad,Conrad_Intro_1,1,Conrad,"<gradient=""yellow - orange""><size=140%>HEJ! </gradient><size=100%>To tu się myje, nie?"
e2b71fbe0e3a8220,L02 Conrad,Conrad_Intro_1,2,Conrad,"Mam być bez skazy. Wygląda, że od tego tu jesteś. <size=70%> Ha."
198e07bd20a7e40b,L02 Conrad,Conrad_Intro_1,3,Kobold,"Mhm, tędy proszę."
d474060b980dd4bb,L02 Conrad,Conrad_Intro_1,4,Kobold,Znajdziemy miejsce.
6c70580a9b88273d,L02 Conrad,Conrad_Intro_1,5,Conrad,Git. Ale trzeba otworzyć bramę. Wpuść Conrada!
# --- progress: Conrad_required_1 ---
87e002767e44df8e,L02 Conrad,Conrad_required_1,1,Conrad,No<size=90%>o<size=80%>o<size=70%>o<size=60%>o... <size=100%>tak się zastanawiałem
2d6d31d664759240,L02 Conrad,Conrad_required_1,2,Conrad,"Robicie tu też <i>specjalne zakończenia</i>, nie?"
906e9b3e20a54dc2,L02 Conrad,Conrad_required_1,3,Kobold,Każde zakończenie u nas jest specjalne!
c41cb150dfd261d8,L02 Conrad,Conrad_required_1,4,Kobold,Znaczy... takie seksualne?
0c503978e6cd3a78,L02 Conrad,Conrad_required_1,5,Conrad,Eee... Nie o to-
c9ce0c4dd28236fa,L02 Conrad,Conrad_required_1,6,Conrad,"Robicie tak, żeby wielkie smoki, <size=60%>takie jak ja, <size=100%>tu dochodziły?"
daac14e0bc00f0ad,L02 Conrad,Conrad_required_1,7,Kobold,Co- hę- <size=80%>ooo. <size=60%>my nie-
824dda92c5ffbad9,L02 Conrad,Conrad_required_1,8,Kobold,"O, nie."
33cb9fb42cd6a080,L02 Conrad,Conrad_required_1,9,Conrad,Co!? To straszne! Nawet kozła nie macie...?
96b0e7561e23fcbb,L02 Conrad,Conrad_required_1,10,Kobold,yyy... <size=60%>nie?
175ccc13192756d4,L02 Conrad,Conrad_required_1,11,Conrad,No to lepiej sobie sprawcie!
fcc67c51c62fb4e9,L02 Conrad,Conrad_required_1,12,Conrad,Przynajmniej łapy ci zostały. Heh.
a29919179016a4e8,L02 Conrad,Conrad_required_1,13,Conrad,Tak? Nawet kozła nie widzę.
6ec80eb8deb5afd8,L02 Conrad,Conrad_required_1,14,Kobold,"No... tak, nie mamy."
22706d3faee3b165,L02 Conrad,Conrad_required_1,15,Kobold,"Nie, u nas nie ma takich usług."
4a8d1297fbe8f246,L02 Conrad,Conrad_required_1,16,Conrad,Cholerna szkoda. Lepiej to zmień.
# --- jerkoff: Conrad_1_JerkOff_Start ---
6d4db2b6b39822b2,L02 Conrad,Conrad_1_JerkOff_Start,1,Conrad,"O kurwa, tak."
8fc6411ffc04a8f3,L02 Conrad,Conrad_1_JerkOff_Start,2,Conrad,Nie przestawaj.
# --- cum: Conrad_1_Cum ---
e51f82fb1e4773ad,L02 Conrad,Conrad_1_Cum,1,Conrad,"<size=140%> KURWA, TAK!"
6d721d6e2ad2ae1c,L02 Conrad,Conrad_1_Cum,2,Conrad,<size=100%> Ale to było cholernie dobre!
# --- mount_start: conrad_mount_no ---
b902443f60bdba87,L02 Conrad,conrad_mount_no,1,Conrad,Wow. Eee.
ccdcfc48472b3533,L02 Conrad,conrad_mount_no,2,Conrad,Normalnie na kozioł bym się zgodził. Ale nie teraz.
# --- outro: Conrad_Outro_1 ---
2edaf16ee5b742a8,L02 Conrad,Conrad_Outro_1,1,Conrad,Mycie było spoko.
882508b81f97e7cf,L02 Conrad,Conrad_Outro_1,2,Conrad,"Chociaż każda inna myjnia, w jakiej byłem, ma chociaż kozioł"
51335374627e92a3,L02 Conrad,Conrad_Outro_1,3,Kobold,Przepraszam...
598e348ffe7cc978,L02 Conrad,Conrad_Outro_1,4,Kobold,"Zamówię, obiecuję!"
3eba607f0573bf98,L02 Conrad,Conrad_Outro_1,5,Conrad,Nie przepraszaj! Załatw kozioł!
4e52b9a8b0ae1335,L02 Conrad,Conrad_Outro_1,6,Conrad,"Każdy szanujący się myjący wie, jak zadowolić smoka."
25d0b6008550c533,L02 Conrad,Conrad_Outro_1,7,Kobold,Dobrze. Zamówię kozioł.
2e92d12d86bf03a5,L02 Conrad,Conrad_Outro_1,8,Conrad,"Dobra. No, wypuść mnie."
426726c5d08284a8,L02 Conrad,Conrad_Outro_1,9,Conrad,"Dobra, i lepiej to zrób. Jak wrócę i go nie będzie..."
28c3830dac3b9c5b,L02 Conrad,Conrad_Outro_1,10,Kobold,Czy to groźba...?
fac432bdcfb4b753,L02 Conrad,Conrad_Outro_1,11,Conrad,"Eee, nie, po prostu będę NAPRAWDĘ zły."
ee7433c3dd161b65,L02 Conrad,Conrad_Outro_1,12,Conrad,No nieważne... Wypuść mnie.

# ===== Level 3: Alexander (Sunny) =====
# --- intro: Alexander_1_intro ---
dbca31128a900488,L03 Alexander,Alexander_1_intro,1,Alexander,"Dobry wieczór. Ten przybytek przyjmuje klientów bez zapisów, prawda?"
a6208f4370193b60,L03 Alexander,Alexander_1_intro,2,Kobold,Tak! Czy pan jest... z uczelni...?
fdf9d60aca05c19e,L03 Alexander,Alexander_1_intro,4,Alexander,"W rzeczy samej, zapewne rozpoznaje pan mój herb! Wykładam alchemię."
12456a9c2599222e,L03 Alexander,Alexander_1_intro,5,Alexander,"... Wykład, który wkrótce mam poprowadzić."
cccd2e909950ad59,L03 Alexander,Alexander_1_intro,6,Alexander,Doskonale.
f5b90500599eaa0a,L03 Alexander,Alexander_1_intro,7,Alexander,"Musi pójść sprawnie, studenci sami się nie nauczą."
26f8788d21d9fd7d,L03 Alexander,Alexander_1_intro,8,Kobold,Nigdy nie myłem smoka nauczyciela... wow.
7cc55c8bb6442b93,L03 Alexander,Alexander_1_intro,9,Kobold,"Dobrze, otworzę bramę!"
c9b9bda16ee1d468,L03 Alexander,Alexander_1_intro,10,Alexander,Profesora... Ale tak. Zwykle nie bywam w publicznych myjniach.
8569efc4ed5a6273,L03 Alexander,Alexander_1_intro,11,Alexander/Ryan,Dziękuję.
57c2b1f349d8b9e9,L03 Alexander,Alexander_1_intro,12,Alexander,"Och, i przepraszam, że jestem zupełnie ubrudzony."
c44510120d3f5f7e,L03 Alexander,Alexander_1_intro,13,Alexander,"To pożałowania godny stan, w jakim się znalazłem..."
550840616bc8148d,L03 Alexander,Alexander_1_intro,14,Kobold,Wcale... nie jest pan taki brudny.
21e1f6bc71429bdb,L03 Alexander,Alexander_1_intro,15,Kobold,Nie ma sprawy. Już otwieram bramę!
14ddfac745bc0ec3,L03 Alexander,Alexander_1_intro,16,Alexander,Ależ jestem.
65b94d53036df4ac,L03 Alexander,Alexander_1_intro,18,Alexander,Czy zechciałby pan otworzyć bramę?
f602395a77ff68c4,L03 Alexander,Alexander_1_intro,19,Kobold,Och. Tak. Przepraszam.
# --- progress: Alexander_1_required ---
8bb197f659df9e12,L03 Alexander,Alexander_1_required,1,Alexander,Wie pan... To otoczenie jest nader przyjemne. Bardzo... proletariackie.
c3971608b1a13f1b,L03 Alexander,Alexander_1_required,2,Kobold,prole... <i><size=70%>co?
3afdda2c098fc834,L03 Alexander,Alexander_1_required,3,Kobold/Alexander/Ryan,Dziękuję!
90d6678c9549b1e0,L03 Alexander,Alexander_1_required,4,Alexander,"Och, to znaczy... robotnicze?"
55c80016618e1bc5,L03 Alexander,Alexander_1_required,5,Alexander,"Przepraszam, chciałem powiedzieć, że pańska myjnia mi się podoba."
02fa2a9691178177,L03 Alexander,Alexander_1_required,6,Alexander,Oczywiście
32e117cdd1f56f3f,L03 Alexander,Alexander_1_required,7,Alexander,"Kto by pomyślał, że takie miejsca są tak łatwo dostępne dla ogółu!"
# --- jerkoff: alexander_jerk_off_no ---
f33ca08a17779409,L03 Alexander,alexander_jerk_off_no,1,Alexander,"<i>Och.</i> Nie sądzę, bym był już na to gotów."
# --- mount_start: alexander_mount_no ---
170ebd10775afd58,L03 Alexander,alexander_mount_no,1,Alexander,"Nie jestem... pewien, czy chciałbym dziś z tego skorzystać."
# --- outro: Alexander_1_Outro ---
d202075090a8960b,L03 Alexander,Alexander_1_Outro,1,Alexander,"Muszę przyznać, że spisał się pan równie dobrze co prywatni myjący."
b6069e62e167364f,L03 Alexander,Alexander_1_Outro,3,Kobold,"Mmmhm, zawsze daję z siebie wszystko."
981447d1952fe850,L03 Alexander,Alexander_1_Outro,4,Alexander,"Haha, „Yip”, w rzeczy samej."
5d7279822bcee7dd,L03 Alexander,Alexander_1_Outro,5,Alexander,Moi studenci mogliby się co nieco nauczyć od pańskiej pracowitości!
8117291ab8529b4f,L03 Alexander,Alexander_1_Outro,6,Alexander,"Doprawdy chętnie porozmawiałbym dłużej, ale wykład już niebawem."
dae0c0aa3ae01c37,L03 Alexander,Alexander_1_Outro,7,Alexander,...Dziękuję za to.

# ===== Level 4: Ryan (Sunny) =====
# --- intro: Ryan_2_intro ---
7825d92f67bdcdef,L04 Ryan,Ryan_2_intro,1,Ryan,"Cześć, to znowu ja!"
cd26586143766826,L04 Ryan,Ryan_2_intro,2,Kobold,"Cześć, Ryan!"
6a67a8866ec70c09,L04 Ryan,Ryan_2_intro,4,Ryan,"Hej, miło być z powrotem."
921bd4effdaa2a2f,L04 Ryan,Ryan_2_intro,5,Ryan,Hah... naprawdę lubisz ten dźwięk.
387d0da740d0826e,L04 Ryan,Ryan_2_intro,6,Ryan,Potrzebuję kolejnego mycia.
e542b800ecfc350a,L04 Ryan,Ryan_2_intro,7,Ryan,Próbuję na chwilę wyrwać się z domu.
78b22bcc76942425,L04 Ryan,Ryan_2_intro,8,Ryan,Wyszedłem z kilkoma znajomymi.
21abbb56e463a200,L04 Ryan,Ryan_2_intro,9,Ryan,Markery były fajne.
da3405e1151a476e,L04 Ryan,Ryan_2_intro,10,Ryan,Ale chyba czas się doprowadzić do porządku.
41dc14e2cd744b1b,L04 Ryan,Ryan_2_intro,11,Kobold,"O, jasne. Wchodź."
b231225bfcc08d4c,L04 Ryan,Ryan_2_intro,12,Kobold,Czy wszystko w porządku?
056b5511850d7220,L04 Ryan,Ryan_2_intro,13,Ryan,"Dobra, dzięki."
b4e4d893367947a0,L04 Ryan,Ryan_2_intro,14,Ryan,"Tak, w porządku. Przepraszam."
c9cdea9d31e53d5b,L04 Ryan,Ryan_2_intro,15,Ryan,"Po prostu ciężki dzień. Mam nadzieję, że to pomoże!"
ab74167fe23c9db5,L04 Ryan,Ryan_2_intro,17,Ryan,No więc... brama?
5cbc0ceea57587db,L04 Ryan,Ryan_2_intro,18,Kobold,O... Tak. Już się robi.
08411b780900fb59,L04 Ryan,Ryan_2_intro,19,Kobold,Oczywiście. Chwileczkę!
a386908e3024f35e,L04 Ryan,Ryan_2_intro,20,Ryan,Super.
# --- progress: Ryan_2_required ---
580684f8909e025d,L04 Ryan,Ryan_2_required,1,Ryan,Hej.
b4eff799a0271863,L04 Ryan,Ryan_2_required,2,Kobold,Hm?
fad448038cd06268,L04 Ryan,Ryan_2_required,3,Kobold,Co jest?
a1dd2ff2d1ef6beb,L04 Ryan,Ryan_2_required,4,Ryan,Mogę cię o coś zapytać?
2acd4405a7f14ae3,L04 Ryan,Ryan_2_required,5,Kobold,"Już pytasz, co jest?"
c10c037156053bfe,L04 Ryan,Ryan_2_required,6,Kobold,Jasne.
4f6d869aa239596c,L04 Ryan,Ryan_2_required,7,Ryan,"A, no tak. Przepraszam."
0fa0dff561f86016,L04 Ryan,Ryan_2_required,8,Ryan,"Więc, jeśli chodzi o... związki."
9a38b89ed035e464,L04 Ryan,Ryan_2_required,9,Ryan,"Jeśli związek jest <i>tak</i> wyboisty i wiesz, że się skończy."
9b943020b9ae2658,L04 Ryan,Ryan_2_required,10,Ryan,I próbowałeś już wszystkiego.
954ba66a076849a5,L04 Ryan,Ryan_2_required,12,Ryan,To kiedy właściwie należy go zakończyć?
f173e528733bb05a,L04 Ryan,Ryan_2_required,13,Kobold,Och... Ryan...
7b102f547a549072,L04 Ryan,Ryan_2_required,14,Kobold,"Nie jestem... pewien, czy potrafię ci na to odpowiedzieć."
d74bb8fcbf89b62a,L04 Ryan,Ryan_2_required,15,Ryan,"Wiem. Wiem, że nie powinienem cię tym obarczać."
64973f6ac9ac08be,L04 Ryan,Ryan_2_required,16,Ryan,Po prostu bardzo dobrze się przy tobie czuję.
93fa9e1a16f34a7d,L04 Ryan,Ryan_2_required,17,Ryan,"Masz rację... Nie ma sposobu, żebyś mógł."
797653f5e081152e,L04 Ryan,Ryan_2_required,18,Ryan,"Po prostu cieszę się, że tu nikt mnie nie ocenia."
b11d41e01fefb995,L04 Ryan,Ryan_2_required,20,Kobold,Dzięki. Ja też lubię twoje towarzystwo.
c6df1e087ef5d8e4,L04 Ryan,Ryan_2_required,21,Kobold,"Mam nadzieję, że będzie lepiej."
ebb96171ea7628a0,L04 Ryan,Ryan_2_required,22,Ryan/Kobold/Alexander,Cieszę się.
91c0e3e9014024af,L04 Ryan,Ryan_2_required,23,Ryan,ja też.
# --- outro: Ryan_2_Outro ---
cb57ee6155ed6ca5,L04 Ryan,Ryan_2_Outro,1,Ryan,No dobra. Cały czysty.
f6d370e531334fab,L04 Ryan,Ryan_2_Outro,2,Ryan,"Przepraszam, że wcześniej to wszystko na ciebie zrzuciłem."
a402a75e0522e087,L04 Ryan,Ryan_2_Outro,3,Kobold,W porządku!
94e0ea6f97e24a81,L04 Ryan,Ryan_2_Outro,4,Kobold,"Wiem, że bywa ciężko."
4f66abc45de7ff53,L04 Ryan,Ryan_2_Outro,5,Ryan/Alexander,Jest pan bardzo miły.
line:15f55959,L04 Ryan,Ryan_2_Outro,5,Ryan,Jesteś bardzo kochany.
ee65a6c9748b539c,L04 Ryan,Ryan_2_Outro,6,Ryan,"Chciałbym, żeby to było tak proste jak w filmach."
0e95dd9dae12e50e,L04 Ryan,Ryan_2_Outro,7,Kobold,"Wpadaj, kiedy chcesz, Ryan."
78c778b6ee0575d9,L04 Ryan,Ryan_2_Outro,8,Kobold,"Jeśli chcesz o tym jeszcze pogadać, mam chwilę."
f204fcc6b711621e,L04 Ryan,Ryan_2_Outro,9,Ryan,"Wpadnę, dzięki."
72eaafd8ad3f6b0d,L04 Ryan,Ryan_2_Outro,10,Ryan,Na pewno? To nie są... wesołe tematy.
fe454a1e25772898,L04 Ryan,Ryan_2_Outro,11,Kobold,Masz rację. Nie powinienem wypytywać.
513af1a2eeeef9b6,L04 Ryan,Ryan_2_Outro,12,Kobold,"W porządku, brzmisz, jakbyś tego potrzebował."
f3ff11acd1b54309,L04 Ryan,Ryan_2_Outro,13,Ryan,Nic nie szkodzi. Dziękuję.
0b61ba409dc46906,L04 Ryan,Ryan_2_Outro,14,Ryan,"Tak, masz rację."
5459b9d74fb7a529,L04 Ryan,Ryan_2_Outro,15,Ryan,No więc. Moja dziewczyna była w domu przede mną. Jest smoczycą pracującą zdalnie.
2cd54468954ee8c7,L04 Ryan,Ryan_2_Outro,16,Ryan,Wróciłem do domu trochę brudny. I nakrzyczała na mnie.
f7e4ec27dd7d6527,L04 Ryan,Ryan_2_Outro,17,Ryan,"Kazała mi iść do myjni i zachowywała się, jakby była strasznie urażona."
2880304176197c02,L04 Ryan,Ryan_2_Outro,18,Ryan,"Była... <i>naprawdę</i> wkurzona, że jestem ubłocony."
250b97243d1df1f7,L04 Ryan,Ryan_2_Outro,19,Kobold,To dlatego przyszedłeś za pierwszym razem?
bc78d04f7d5861dc,L04 Ryan,Ryan_2_Outro,20,Kobold,Brzmi jak przesadna reakcja z jej strony.
08a70054f59e703a,L04 Ryan,Ryan_2_Outro,21,Ryan,Tak...
6079131a1c79adef,L04 Ryan,Ryan_2_Outro,22,Ryan,"Ale szczerze, bardzo mi pomogłeś."
92536deee525f694,L04 Ryan,Ryan_2_Outro,23,Ryan,Dałeś mi czas na przemyślenie.
c3be2f1d3fa4404d,L04 Ryan,Ryan_2_Outro,25,Ryan,Też tak pomyślałem.
9ebcf8a46cc189b7,L04 Ryan,Ryan_2_Outro,26,Ryan,"Myślę, że ją gryzie coś innego..."
8c3115a4e2a9a664,L04 Ryan,Ryan_2_Outro,27,Ryan,"Po prostu nie podoba mi się, że wyładowuje to na mnie."
393d8e5925dc5937,L04 Ryan,Ryan_2_Outro,31,Ryan,No nieważne...
7258b4e037805024,L04 Ryan,Ryan_2_Outro,32,Ryan,"Dzięki, że wysłuchałeś."
951382e00968439d,L04 Ryan,Ryan_2_Outro,33,Kobold,"Zawsze, Ryan."
c41f39341b6c49ef,L04 Ryan,Ryan_2_Outro,34,Kobold,"Jasne. Przykro mi, że przez to wszystko przechodzisz."
553b3b011e56f6e2,L04 Ryan,Ryan_2_Outro,36,Ryan,W porządku. Coś wymyślę.
bd7468846a30d095,L04 Ryan,Ryan_2_Outro,37,Kobold,Pójdę otworzyć ci bramę.
a7f68522a6e41971,L04 Ryan,Ryan_2_Outro,38,Ryan,"Dobra, pa!"

# ===== Level 5: Conrad (Rainy) | sets level_5 | ends MedkitCompleted, level_5_complete =====
# --- intro: Conrad_Intro_2 ---
ed1060b120921b51,L05 Conrad,Conrad_Intro_2,1,Conrad,Masz apteczkę?
33b8a4a45ccc09d4,L05 Conrad,Conrad_Intro_2,2,Kobold,Co się stało!?
0a1daca6a7ffe060,L05 Conrad,Conrad_Intro_2,3,Kobold,"O nie, Conrad. Wszystko w porządku?"
20e5d8710e635ec0,L05 Conrad,Conrad_Intro_2,4,Conrad,Nie muszę ci mówić.
20e7bf03f9acda80,L05 Conrad,Conrad_Intro_2,5,Conrad,No więc masz apteczkę czy nie?
b5df9715ed2e91ed,L05 Conrad,Conrad_Intro_2,6,Conrad,"A wyglądam, jakby było w porządku?"
b91e8be1b03d1b61,L05 Conrad,Conrad_Intro_2,7,Conrad,Nie. Nie jest. Masz apteczkę czy nie?
f974998c16103aa0,L05 Conrad,Conrad_Intro_2,8,Kobold,"Tak, mam."
8ca82a3bb03f138c,L05 Conrad,Conrad_Intro_2,9,Kobold,Mam. Ale co się stało?
a94b34f629b2029a,L05 Conrad,Conrad_Intro_2,10,Conrad,Po prostu... otwórz bramę.
# --- progress: Conrad_required_2 ---
4356fa179bb80e09,L05 Conrad,Conrad_required_2,1,Conrad,Ale ze mnie idiota.
d886f3d923f9c796,L05 Conrad,Conrad_required_2,2,Conrad,Takiego gówna właśnie staram się unikać!
ea8c1853a7d5966c,L05 Conrad,Conrad_required_2,3,Kobold,"Chcesz powiedzieć, co się stało...?"
bded00d07cb1e457,L05 Conrad,Conrad_required_2,4,Kobold,"Przykro mi, że coś ci się stało..."
02f000041eb5ab82,L05 Conrad,Conrad_required_2,5,Conrad,"Kurwa, nie! Wstyd, do cholery."
58356b98fdf40dc3,L05 Conrad,Conrad_required_2,7,Conrad,Nie chcę twojej litości!
cb7847cb63566364,L05 Conrad,Conrad_required_2,9,Conrad,Po prostu...
b48f291ebc6b18fe,L05 Conrad,Conrad_required_2,10,Conrad,"Nienawidzę tego, że ciągle pakuję się w takie sytuacje."
519b07c299436f2a,L05 Conrad,Conrad_required_2,11,Conrad,"Zaczynam czuć, że to <i>moja</i> wina."
f5ad489eeba50b01,L05 Conrad,Conrad_required_2,12,Kobold,"<i>To</i> nie twoja wina, Conrad."
6402f4608ceb7bbb,L05 Conrad,Conrad_required_2,13,Kobold,"Naprawdę mi przykro, że oberwałeś. Kto to zrobił?"
8e59613d6cd60464,L05 Conrad,Conrad_required_2,14,Conrad,"Naprawdę myślę, że tym razem tak..."
7058e362e43623f0,L05 Conrad,Conrad_required_2,15,Conrad,Taki jeden drak w barze... Byłem głupi. Nie umiałem zamknąć mordy.
ea289ebcdd7e81ef,L05 Conrad,Conrad_required_2,16,Conrad,Jakiś drak w barze. Byłem głupi... Nie umiałem zamknąć mordy.
aff317c06781bc70,L05 Conrad,Conrad_required_2,17,Conrad,Nie rozumiem! Czemu muszę się tak zachowywać?
da5eed4c72eb1073,L05 Conrad,Conrad_required_2,18,Kobold,Jak się zachowywać?
193bb66a944990a8,L05 Conrad,Conrad_required_2,19,Kobold,"Myślę, że jesteś całkiem spoko, Conrad."
c69250ea092a7fcd,L05 Conrad,Conrad_required_2,20,Conrad,"No... jak dupek? Wiem, że ciężko ze mną wytrzymać."
c2f21da58e28df4f,L05 Conrad,Conrad_required_2,21,Conrad,"Jesteś dobry. To więcej, niż zasługuję."
9c529e9f79f39a21,L05 Conrad,Conrad_required_2,22,Conrad,Jestem dupkiem. Wiem o tym.
4b7317a793a0f728,L05 Conrad,Conrad_required_2,23,Conrad,"Przepraszam, że wcześniej na ciebie warknąłem."
c4c0c9950baa723f,L05 Conrad,Conrad_required_2,24,Conrad,Nie zasłużyłeś na to.
9fa8cd9193124e79,L05 Conrad,Conrad_required_2,25,Kobold,"Spokojnie. Widać, że dużo przechodzisz."
249133e0671a807b,L05 Conrad,Conrad_required_2,26,Kobold,W porządku.
